timestamp,utilization
2026-07-08T12:03:13.281483+00:00,0.0
2026-07-08T12:03:49.281483+00:00,12.5
2026-07-08T12:04:25.281483+00:00,12.5
2026-07-08T12:05:01.281483+00:00,12.5
2026-07-08T12:05:37.281483+00:00,9.69685753730341
2026-07-08T12:06:13.281483+00:00,12.5
2026-07-08T12:06:49.281483+00:00,12.5
2026-07-08T12:07:25.281483+00:00,12.5
2026-07-08T12:08:01.281483+00:00,12.5
2026-07-08T12:08:37.281483+00:00,12.5
2026-07-08T12:09:13.281483+00:00,12.5
2026-07-08T12:09:49.281483+00:00,12.5
2026-07-08T12:10:25.281483+00:00,12.5
2026-07-08T12:11:01.281483+00:00,12.5
2026-07-08T12:11:37.281483+00:00,12.5
2026-07-08T12:12:13.281483+00:00,12.5
2026-07-08T12:12:49.281483+00:00,12.5
2026-07-08T12:13:25.281483+00:00,12.5
2026-07-08T12:14:01.281483+00:00,12.5
2026-07-08T12:14:37.281483+00:00,12.5
2026-07-08T12:15:13.281483+00:00,12.5
2026-07-08T12:15:49.281483+00:00,12.5
2026-07-08T12:16:25.281483+00:00,12.5
2026-07-08T12:17:01.281483+00:00,12.5
2026-07-08T12:17:37.281483+00:00,12.5
2026-07-08T12:18:13.281483+00:00,12.5
2026-07-08T12:18:49.281483+00:00,12.5
2026-07-08T12:19:25.281483+00:00,12.5
2026-07-08T12:20:01.281483+00:00,12.5
2026-07-08T12:20:37.281483+00:00,12.5
2026-07-08T12:21:13.281483+00:00,12.5
2026-07-08T12:21:49.281483+00:00,12.5
2026-07-08T12:22:25.281483+00:00,12.5
2026-07-08T12:23:01.281483+00:00,12.5
2026-07-08T12:23:37.281483+00:00,12.5
2026-07-08T12:24:13.281483+00:00,12.5
2026-07-08T12:24:49.281483+00:00,12.5
2026-07-08T12:25:25.281483+00:00,12.5
2026-07-08T12:26:01.281483+00:00,12.5
2026-07-08T12:26:37.281483+00:00,12.5
2026-07-08T12:27:13.281483+00:00,12.5
2026-07-08T12:27:49.281483+00:00,12.5
2026-07-08T12:28:25.281483+00:00,12.5
2026-07-08T12:29:01.281483+00:00,12.5
2026-07-08T12:29:37.281483+00:00,12.5
2026-07-08T12:30:13.281483+00:00,12.5
2026-07-08T12:30:49.281483+00:00,12.5
2026-07-08T12:31:25.281483+00:00,12.5
2026-07-08T12:32:01.281483+00:00,12.5
2026-07-08T12:32:37.281483+00:00,12.5
2026-07-08T12:33:13.281483+00:00,12.5
2026-07-08T12:33:49.281483+00:00,12.5
2026-07-08T12:34:25.281483+00:00,12.5
2026-07-08T12:35:01.281483+00:00,12.5
2026-07-08T12:35:37.281483+00:00,12.5
2026-07-08T12:36:13.281483+00:00,12.5
2026-07-08T12:36:49.281483+00:00,12.5
2026-07-08T12:37:25.281483+00:00,12.5
2026-07-08T12:38:01.281483+00:00,12.5
2026-07-08T12:38:37.281483+00:00,12.5
2026-07-08T12:39:13.281483+00:00,12.5
2026-07-08T12:39:49.281483+00:00,12.5
2026-07-08T12:40:25.281483+00:00,12.5
2026-07-08T12:41:01.281483+00:00,12.5
2026-07-08T12:41:37.281483+00:00,12.5
2026-07-08T12:42:13.281483+00:00,12.5
2026-07-08T12:42:49.281483+00:00,12.5
2026-07-08T12:43:25.281483+00:00,12.5
2026-07-08T12:44:01.281483+00:00,12.5
2026-07-08T12:44:37.281483+00:00,12.5
2026-07-08T12:45:13.281483+00:00,12.5
2026-07-08T12:45:49.281483+00:00,12.5
2026-07-08T12:46:25.281483+00:00,12.5
2026-07-08T12:47:01.281483+00:00,12.5
2026-07-08T12:47:37.281483+00:00,12.5
2026-07-08T12:48:13.281483+00:00,12.5
2026-07-08T12:48:49.281483+00:00,12.5
2026-07-08T12:49:25.281483+00:00,12.5
2026-07-08T12:50:01.281483+00:00,12.5
2026-07-08T12:50:37.281483+00:00,12.5
2026-07-08T12:51:13.281483+00:00,12.5
2026-07-08T12:51:49.281483+00:00,12.5
2026-07-08T12:52:25.281483+00:00,12.5
2026-07-08T12:53:01.281483+00:00,12.5
2026-07-08T12:53:37.281483+00:00,12.5
2026-07-08T12:54:13.281483+00:00,12.5
2026-07-08T12:54:49.281483+00:00,12.5
2026-07-08T12:55:25.281483+00:00,12.5
2026-07-08T12:56:01.281483+00:00,12.5
2026-07-08T12:56:37.281483+00:00,12.5
2026-07-08T12:57:13.281483+00:00,12.5
2026-07-08T12:57:49.281483+00:00,12.5
2026-07-08T12:58:25.281483+00:00,12.5
2026-07-08T12:59:01.281483+00:00,12.5
2026-07-08T12:59:37.281483+00:00,12.5
2026-07-08T13:00:13.281483+00:00,12.5
2026-07-08T13:00:49.281483+00:00,12.5
2026-07-08T13:01:25.281483+00:00,12.5
2026-07-08T13:02:01.281483+00:00,12.5
2026-07-08T13:02:37.281483+00:00,12.5
