timestamp,fidelity,JCT
2026-07-02T10:38:12.031023+00:00,0.0,0.0
2026-07-02T10:38:48.031023+00:00,0.0,0.0
2026-07-02T10:39:24.031023+00:00,0.0,0.0
2026-07-02T10:40:00.031023+00:00,0.7114401469828999,83.96293354006886
2026-07-02T10:40:36.031023+00:00,0.7114401469828999,83.96293354006886
2026-07-02T10:41:12.031023+00:00,0.7098564137611971,168.62862226029324
2026-07-02T10:41:48.031023+00:00,0.7098564137611971,168.62862226029324
2026-07-02T10:42:24.031023+00:00,0.7279707877490318,234.72963173708138
2026-07-02T10:43:00.031023+00:00,0.7279707877490318,234.72963173708138
2026-07-02T10:43:36.031023+00:00,0.7311365152295187,289.9645247407144
2026-07-02T10:44:12.031023+00:00,0.7330359517178109,345.19941774434744
2026-07-02T10:44:48.031023+00:00,0.7330359517178109,345.19941774434744
2026-07-02T10:45:24.031023+00:00,0.7251763495689519,426.90749052304164
2026-07-02T10:46:00.031023+00:00,0.7251763495689519,426.90749052304164
2026-07-02T10:46:36.031023+00:00,0.7251763495689519,426.90749052304164
2026-07-02T10:47:12.031023+00:00,0.7232140349138018,510.8704240631105
2026-07-02T10:47:48.031023+00:00,0.7232140349138018,510.8704240631105
2026-07-02T10:48:24.031023+00:00,0.7185470729026586,592.5784968418047
2026-07-02T10:49:00.031023+00:00,0.7185470729026586,592.5784968418047
2026-07-02T10:49:36.031023+00:00,0.7236195687717745,658.6795063185929
2026-07-02T10:50:12.031023+00:00,0.725320981661695,713.9143993222259
2026-07-02T10:50:48.031023+00:00,0.725320981661695,713.9143993222259
2026-07-02T10:51:24.031023+00:00,0.725320981661695,713.9143993222259
2026-07-02T10:52:00.031023+00:00,0.725320981661695,713.9143993222259
2026-07-02T10:52:36.031023+00:00,0.725320981661695,713.9143993222259
2026-07-02T10:53:12.031023+00:00,0.725320981661695,713.9143993222259
2026-07-02T10:53:48.031023+00:00,0.725320981661695,713.9143993222259
